,Unnamed: 0,question,answer
1894,1894,how far away is that?,greeting
1895,1895,i think we'll be there in half an hour.,greeting
1896,1896,i hope so. i have to go to the bathroom.,greeting
1897,1897,"well, i can always pull over.",greeting
1898,1898,"no, thank you, i'll just wait.",greeting
1899,1899,we can kill two birds with one stone.,greeting
1900,1900,what do you mean?,greeting
1901,1901,"while you're using the bathroom, i'll order some food.",greeting
1902,1902,don't order for me. i'm not hungry.,greeting
1903,1903,this is such a long light.,greeting
1904,1904,look how many cars are waiting in line.,greeting
1905,1905,they need a left-turn arrow.,greeting
1906,1906,only two cars can make a left turn every three or four minutes.,greeting
1907,1907,we'll be here forever.,greeting
1908,1908,get out of this lane.,greeting
1909,1909,but we need to turn left.,greeting
1910,1910,forget it. go straight.,greeting
1911,1911,then what?,greeting
1912,1912,then we'll just make a u-turn.,greeting
1913,1913,and then we can turn right at the light.,greeting
1914,1914,i need a cheap car.,greeting
1915,1915,how much money do you have?,greeting
1916,1916,"$1,000.",greeting
1917,1917,"well, that should get you something.",greeting
1918,1918,but i need something that's reliable.,greeting
1919,1919,you need a car with low mileage.,greeting
1920,1920,a car that was owned by a little old lady.,greeting
1921,1921,where have you looked?,greeting
1922,1922,i haven't looked anywhere yet.,greeting
1923,1923,why not?,greeting
1924,1924,because i'll never find one for such a low price.,greeting
1925,1925,"good afternoon, officer.",greeting
1926,1926,"your driver's license and registration, please.",greeting
1927,1927,here you go.,greeting
1928,1928,do you know why i pulled you over?,greeting
1929,1929,i have no idea. all of a sudden i heard your siren.,greeting
1930,1930,you rolled through that stop sign back there.,greeting
1931,1931,but i stopped!,greeting
1932,1932,"no, you didn't. you slowed down, but you didn't come to a full stop.",greeting
1933,1933,"well, nobody else does, so why should i?",greeting
1934,1934,that's not the attitude of a good driver.,greeting
1935,1935,but i am a good driver. i've never had a ticket in my life.,greeting
1936,1936,$140. i can't believe it.,greeting
1937,1937,what are you talking about?,greeting
1938,1938,i got a ticket downtown for $140.,greeting
1939,1939,were you speeding?,greeting
1940,1940,"no, i was crossing the street.",greeting
1941,1941,were you jaywalking?,greeting
1942,1942,"no, i was in the crosswalk.",greeting
1943,1943,so why did you get a ticket?,greeting
1944,1944,the officer said the red hand was blinking.,greeting
1945,1945,was it blinking when you entered the crosswalk?,greeting
1946,1946,"no, the white walk sign was blinking.",greeting
1947,1947,they were in a crosswalk near school at 3 a.m.,greeting
1948,1948,who?,greeting
1949,1949,two students from usc.,greeting
1950,1950,what happened?,greeting
1951,1951,"a speeding car ran a red light, killing the girl.",greeting
1952,1952,what happened to the other student?,greeting
1953,1953,he landed on the hood of the car.,greeting
1954,1954,did he get off the hood?,greeting
1955,1955,"no, the car stopped and the passenger pushed the injured student off the hood.",greeting
1956,1956,i'll bet the car continued on its way.,greeting
1957,1957,of course it did. why stop after you've run over two people?,greeting
1958,1958,what happened to your car?,greeting
1959,1959,i got a dent in the parking lot.,greeting
1960,1960,how did you get it?,greeting
1961,1961,i don't know. maybe it was from a shopping cart.,greeting
1962,1962,those shopping carts are dangerous.,greeting
1963,1963,especially the metal ones.,greeting
1964,1964,i don't park at a store that uses metal shopping carts.,greeting
1965,1965,"that's a good idea, but there was a good sale at this store.",greeting
1966,1966,did you save any money on the sale?,greeting
1967,1967,"yes, i did. i saved about $50.",greeting
1968,1968,that's great.,greeting
1969,1969,"did you see ""titanic""?",greeting
1970,1970,yes. it is a great movie.,greeting
1971,1971,i saw it twelve times.,greeting
1972,1972,i saw it eight times.,greeting
1973,1973,i have the dvd.,greeting
1974,1974,so do i.,greeting
1975,1975,let's go to your home.,greeting
1976,1976,we can watch my dvd.,greeting
1977,1977,and then we can go to my home.,greeting
1978,1978,and watch your dvd.,greeting
1979,1979,i always cry at the end.,greeting
1980,1980,let's play cards.,greeting
1981,1981,i don't know any card games.,greeting
1982,1982,i'll teach you one.,greeting
1983,1983,okay. what will you teach me?,greeting
1984,1984,it's called poker.,greeting
1985,1985,is it easy to learn?,greeting
1986,1986,"yes, it will only take about 30 minutes.",greeting
1987,1987,okay. teach me how to play.,greeting
1988,1988,we each get five cards.,greeting
1989,1989,"oh, look. i have four tens.",greeting
1990,1990,"that's great, but you're not supposed to tell me.",greeting
1991,1991,i'm a good card player.,greeting
1992,1992,why is that?,greeting
1993,1993,because i watch the other players.,greeting
1994,1994,what do you mean?,greeting
1995,1995,people will tell you if they have a good hand.,greeting
1996,1996,how do they do that?,greeting
1997,1997,"for example, a friend of mine licks his lips.",greeting
1998,1998,"when he licks his lips, you know he has a good hand?",greeting
1999,1999,"i know he has a good hand, so i don't bet.",greeting
2000,2000,he never wins your money?,greeting
2001,2001,"nope, and it drives him crazy.",greeting
2002,2002,"turn the radio down, please.",greeting
2003,2003,but i'm listening to it.,greeting
2004,2004,"well, listen to it more quietly.",greeting
2005,2005,i can't wait till i grow up.,greeting
2006,2006,what will you do?,greeting
2007,2007,i will play the radio as loud as i want.,greeting
2008,2008,that's okay with me.,greeting
2009,2009,i will have a radio in every room of my house.,greeting
2010,2010,remind me to never visit you.,greeting
2011,2011,all the radios will be on extra loud.,greeting
2012,2012,your neighbors will hate you.,greeting
2013,2013,i hope i win the lotto.,greeting
2014,2014,your chances are very small.,greeting
2015,2015,but you can't win if you don't play.,greeting
2016,2016,ha! you can't win if you do play.,greeting
2017,2017,someone has to win.,greeting
2018,2018,that's what everyone says.,greeting
2019,2019,it might as well be me.,greeting
2020,2020,that's what everyone says.,greeting
2021,2021,you're trying to tell me something.,greeting
2022,2022,that didn't take long.,greeting
2023,2023,you think i should quit playing.,greeting
2024,2024,what's on tv?,greeting
2025,2025,nothing much.,greeting
2026,2026,what about the baseball game?,greeting
2027,2027,it got rained out.,greeting
2028,2028,rained out?,greeting
2029,2029,"yes, rained out.",greeting
2030,2030,how could that be?,greeting
2031,2031,"well, you can't play baseball in a rainstorm.",greeting
2032,2032,i thought they were playing under a dome.,greeting
2033,2033,the dome doesn't close.,greeting
2034,2034,why doesn't it close?,greeting
2035,2035,can i try your coffee?,greeting
2036,2036,sure. here you go.,greeting
2037,2037,"hmm, that's not bad.",greeting
2038,2038,there's nothing in it.,greeting
2039,2039,what do you mean?,greeting
2040,2040,"i mean, it's just coffee.",greeting
2041,2041,i figured that.,greeting
2042,2042,it's not too bitter for you?,greeting
2043,2043,"it's a little bitter, but it's okay.",greeting
2044,2044,there's no sugar or cream in it.,greeting
2045,2045,"no, it's a taste you have to get used to.",greeting
2046,2046,let's take a walk.,greeting
2047,2047,what's the weather like?,greeting
2048,2048,let me step outside and see.,greeting
2049,2049,"it's a little chilly, right?",greeting
2050,2050,"yes, it is.",greeting
2051,2051,i'll put on my cap.,greeting
2052,2052,"wear a jacket, too.",greeting
2053,2053,i wonder if i should bring my gloves.,greeting
2054,2054,"maybe you should, just in case it gets colder.",greeting
2055,2055,i'll put a glove in each pocket.,greeting
2056,2056,we'll get warmer as we walk.,greeting
2057,2057,look at the car chase on tv!,greeting
2058,2058,that driver is crazy.,greeting
2059,2059,i can't believe he hasn't crashed.,greeting
2060,2060,how fast is he going?,greeting
2061,2061,they say he's going 80 miles per hour.,greeting
2062,2062,he's going to kill someone.,greeting
2063,2063,look! he just hit that car.,greeting
2064,2064,"oh, my goodness. no one is safe on the streets.",greeting
2065,2065,now he's slowing down.,greeting
2066,2066,maybe he ran out of gas.,greeting
2067,2067,look! he just got out of the car and started running.,greeting
2068,2068,tv news is so stupid.,greeting
2069,2069,they shouldn't even call it news.,greeting
2070,2070,last night they told us about a cat in a sofa.,greeting
2071,2071,yesterday they told us about a dog in a pipe.,greeting
2072,2072,last week they told us about a bear in a back yard.,greeting
2073,2073,last month they told us about a mouse in a restaurant.,greeting
2074,2074,the weatherman tells us the temperature in every town.,greeting
2075,2075,the sports guy shows us players fighting.,greeting
2076,2076,"they always tell us ""what's next.""",greeting
2077,2077,"they always make ""what's next"" sound exciting, but it never is.",greeting
2078,2078,it's more like news for kids.,greeting
2079,2079,i love my computer.,greeting
2080,2080,computers are so cool.,greeting
2081,2081,i love to go online.,greeting
2082,2082,the internet is amazing.,greeting
2083,2083,you can travel all over the world.,greeting
2084,2084,i know. i went to china yesterday.,greeting
2085,2085,what did you do?,greeting
2086,2086,i stood on the great wall and looked all around.,greeting
2087,2087,what was it like?,greeting
2088,2088,it was like the real thing.,greeting
2089,2089,it was like being there?,greeting
2090,2090,the beatles are the best.,greeting
2091,2091,they are the best musical group ever.,greeting
2092,2092,i love all their songs.,greeting
2093,2093,i don't know which one i like the best.,greeting
2094,2094,i like the ones i can sing along with.,greeting
2095,2095,"so do i, like ""she loves you.""",greeting
2096,2096,"""she loves you, yeah, yeah, yeah!...""",greeting
2097,2097,"""Â…and you know you should be glad!""",greeting
2098,2098,what a great song.,greeting
2099,2099,"how about ""let it be?""",greeting
2100,2100,"oh, yes! ""let it be, let it beÂ…""",greeting
2101,2101,let's go to a movie.,greeting
2102,2102,i'd rather not.,greeting
2103,2103,why not?,greeting
2104,2104,you know i don't like crowds.,greeting
2105,2105,let's go to an early movie.,greeting
2106,2106,"okay, that won't be very crowded.",greeting
2107,2107,what would you like to see?,greeting
2108,2108,"oh, i don't care. you're the one who wants to go out.",greeting
2109,2109,"well, i want to see ""the pursuit of happyness.""",greeting
2110,2110,what have you heard about it?,greeting
2111,2111,it's based on a true story about a divorced man and his young son.,greeting
2112,2112,what's your favorite thing to do?,greeting
2113,2113,i like to watch people.,greeting
2114,2114,that's your favorite thing to do?,greeting
2115,2115,"well, it's one of them.",greeting
2116,2116,where do you go to watch people?,greeting
2117,2117,my girlfriend and i sit outside starbucks.,greeting
2118,2118,that sounds like a good spot.,greeting
2119,2119,we watch people walk by with their dogs.,greeting
2120,2120,i guess you see lots of different dogs.,greeting
2121,2121,we don't even know what kind most of them are.,greeting
2122,2122,"there are lots of different kinds, but they all have one thing in common.",greeting
2123,2123,they call him father dollar bill.,greeting
2124,2124,"yes, he was on the tv news today.",greeting
2125,2125,every easter sunday he gives away money.,greeting
2126,2126,is it his money?,greeting
2127,2127,no. movie stars give him money to give to homeless people.,greeting
2128,2128,how much money does he give away?,greeting
2129,2129,"this year he gave away $15,000.",greeting
2130,2130,that's a lot of money.,greeting
2131,2131,he gave $100 to people in wheelchairs.,greeting
2132,2132,what about the other homeless people?,greeting
2133,2133,they got $1 each.,greeting
2134,2134,old movies are the best.,greeting
2135,2135,even though they're in black and white.,greeting
2136,2136,a good story is more important than color.,greeting
2137,2137,actors didn't curse back then.,greeting
2138,2138,and there was no violence.,greeting
2139,2139,people today don't like that.,greeting
2140,2140,"no, today people like lots of action.",greeting
2141,2141,i like a good story.,greeting
2142,2142,i like to see actors who are like real people.,greeting
2143,2143,like real people with real problems.,greeting
2144,2144,they still make movies like that.,greeting
2145,2145,do you get pbs on tv?,greeting
2146,2146,"yes, everybody gets the public broadcasting system.",greeting
2147,2147,it puts me to sleep.,greeting
2148,2148,tell me about it.,greeting
2149,2149,a gardening show follows a knitting show.,greeting
2150,2150,a cooking show follows a sewing show.,greeting
2151,2151,a travel show follows another travel show.,greeting
2152,2152,i'll say! i've gone around the world a dozen times already!,greeting
2153,2153,now they're adding old tv shows to the old movies.,greeting
2154,2154,i sure would like to see something interesting for a change.,greeting
2155,2155,"if more people donate money, pbs could offer new shows.",greeting
2156,2156,"i love to watch ""judge judy.""",greeting
2157,2157,is that a tv show?,greeting
2158,2158,yes. it's on every afternoon.,greeting
2159,2159,what's so good about it?,greeting
2160,2160,they have interesting lawsuits.,greeting
2161,2161,such as?,greeting
2162,2162,"yesterday, a woman complained about a cell phone she bought on ebay.",greeting
2163,2163,was something wrong with the phone?,greeting
2164,2164,it works only in canada.,greeting
2165,2165,did the seller know that?,greeting
2166,2166,"yes, and he didn't tell the buyer.",greeting
2167,2167,that woman is a very good singer.,greeting
2168,2168,"yes, but she looks like a man.",greeting
2169,2169,what difference does it make?,greeting
2170,2170,female singers are supposed to be pretty.,greeting
2171,2171,singers are supposed to sound good.,greeting
2172,2172,"they should look good, too.",greeting
2173,2173,there are lots of ugly men singers.,greeting
2174,2174,men singers don't have to look good.,greeting
2175,2175,then neither do women singers.,greeting
2176,2176,"well, i would never buy her cd.",greeting
2177,2177,but you would buy her cd if she was pretty?,greeting
2178,2178,all the tv stations are going to go digital.,greeting
2179,2179,"yes, that will occur next month.",greeting
2180,2180,most of them are already broadcasting in digital.,greeting
2181,2181,the digital signal is very clear.,greeting
2182,2182,"oh, no, it isn't!",greeting
2183,2183,what do you mean?,greeting
2184,2184,i can't get a single channel.,greeting
2185,2185,do you have a digital tv?,greeting
2186,2186,of course. but i don't have cable.,greeting
2187,2187,"you don't need to have cable, but you do need a good antenna.",greeting
2188,2188,but i have rabbit ears.,greeting
2189,2189,i've got a date for you.,greeting
2190,2190,"oh, really?",greeting
2191,2191,are you interested?,greeting
2192,2192,maybe. what is she like?,greeting
2193,2193,she's got a great personality.,greeting
2194,2194,uh-oh. that means that she's fat and ugly.,greeting
2195,2195,she's cute.,greeting
2196,2196,"okay, so she's not ugly; she's just fat.",greeting
2197,2197,she weighs 98 pounds.,greeting
2198,2198,"okay, she's not fat. so what's the problem with her?",greeting
2199,2199,who said there is a problem with her?,greeting
2200,2200,i think you're very pretty.,greeting
2201,2201,thank you.,greeting
2202,2202,would you have dinner with me?,greeting
2203,2203,i would like to.,greeting
2204,2204,can i pick you up friday night?,greeting
2205,2205,what time?,greeting
2206,2206,eight o'clock.,greeting
2207,2207,that sounds great.,greeting
2208,2208,we'll go to a french restaurant.,greeting
2209,2209,i've never been to a french restaurant.,greeting
2210,2210,i think you'll love the food.,greeting
2211,2211,you have pretty eyes.,greeting
2212,2212,thank you. so do you.,greeting
2213,2213,i wish my eyes were blue.,greeting
2214,2214,what's the matter with green eyes?,greeting
2215,2215,"nothing, except my favorite color is blue.",greeting
2216,2216,maybe in your next life you'll have blue eyes.,greeting
2217,2217,but what if i'm a fish in my next life?,greeting
2218,2218,i think some fish have blue eyes.,greeting
2219,2219,i hope i don't come back as a fish.,greeting
2220,2220,i hope i come back as a cat.,greeting
2221,2221,cats have beautiful eyes.,greeting
2222,2222,i love you.,greeting
2223,2223,"i love you, too.",greeting
2224,2224,i loved you the first day i saw you.,greeting
2225,2225,it was love at first sight?,greeting
2226,2226,"yes, it was love at first sight.",greeting
2227,2227,i didn't love you at first.,greeting
2228,2228,i know. i had to chase you for a while.,greeting
2229,2229,"yes, you chased me and then you caught me.",greeting
2230,2230,now you're mine forever.,greeting
2231,2231,and you're mine forever.,greeting
2232,2232,we'll grow old together.,greeting
2233,2233,i'm in love with that girl.,greeting
2234,2234,have you told her?,greeting
2235,2235,of course not.,greeting
2236,2236,why not?,greeting
2237,2237,she would laugh at me.,greeting
2238,2238,how do you know?,greeting
2239,2239,because they always do.,greeting
2240,2240,maybe she's different.,greeting
2241,2241,they're all the same.,greeting
2242,2242,just ask her out to dinner.,greeting
2243,2243,and then what?,greeting
2244,2244,give me a hug.,greeting
2245,2245,i'm not in the mood.,greeting
2246,2246,what's the matter?,greeting
2247,2247,i saw you looking at that woman.,greeting
2248,2248,what woman?,greeting
2249,2249,"you know, that woman with the big boobs.",greeting
2250,2250,i was not looking at her.,greeting
2251,2251,"you were, too.",greeting
2252,2252,i'm not interested in her.,greeting
2253,2253,then why were you looking at her?,greeting
2254,2254,i was looking at something else.,greeting
2255,2255,would you like to go on a blind date?,greeting
2256,2256,you must be joking.,greeting
2257,2257,"no, i'm serious.",greeting
2258,2258,i don't want to date a blind woman.,greeting
2259,2259,a blind date doesn't mean that she is blind!,greeting
2260,2260,what does it mean?,greeting
2261,2261,a blind date is a date with someone you don't know.,greeting
2262,2262,why would i date someone i don't even know?,greeting
2263,2263,to try something new and exciting.,greeting
2264,2264,what if i don't like her?,greeting
2265,2265,i have a date tomorrow night.,greeting
2266,2266,really? who with?,greeting
2267,2267,a girl i met at the market.,greeting
2268,2268,you met a girl at the supermarket?,greeting
2269,2269,she was standing behind me in a really slow line at the checkout counter.,greeting
2270,2270,what did you say to her?,greeting
2271,2271,"i had two pineapples in my cart, and she asked where i had found them.",greeting
2272,2272,she asked you about your pineapples?,greeting
2273,2273,"i told her i had gotten the last two on the shelf, but i offered her one of mine.",greeting
2274,2274,that was nice of you.,greeting
2275,2275,"she asked me how she could return the favor, so i asked her out.",greeting
2276,2276,did you have a date friday night?,greeting
2277,2277,"yes, in fact, i did.",greeting
2278,2278,who did you go out with?,greeting
2279,2279,a man i met in a coffee shop.,greeting
2280,2280,where did you go?,greeting
2281,2281,we went to a nice restaurant.,greeting
2282,2282,anywhere else?,greeting
2283,2283,then we went to a jazz club.,greeting
2284,2284,that sounds like a nice date.,greeting
2285,2285,"yes, it was pleasant.",greeting
2286,2286,but you won't date him again?,greeting
2287,2287,i had the worst date the other night.,greeting
2288,2288,what happened?,greeting
2289,2289,"first of all, he was half an hour late.",greeting
2290,2290,that's not a good start.,greeting
2291,2291,then he didn't bother to apologize.,greeting
2292,2292,that's rude.,greeting
2293,2293,then he drove too fast to the restaurant.,greeting
2294,2294,that's dangerous.,greeting
2295,2295,i thought about getting out and taking a taxi home.,greeting
2296,2296,what happened at the restaurant?,greeting
2297,2297,"we had a $40 meal, and he left a $1 tip!",greeting
2298,2298,i don't like that man.,greeting
2299,2299,why not?,greeting
2300,2300,he's a dirty old man.,greeting
2301,2301,what do you mean?,greeting
2302,2302,"he's old enough to be my father, yet he asked me out.",greeting
2303,2303,"well, you can't blame a man for asking.",greeting
2304,2304,he should act his age.,greeting
2305,2305,but a lot of old people are still interested in dating.,greeting
2306,2306,they should find a nice hobby.,greeting
2307,2307,just wait until you're 50 years old.,greeting
2308,2308,dating will be the furthest thing from my mind.,greeting
2309,2309,does your girlfriend ever make you angry?,greeting
2310,2310,sometimes.,greeting
2311,2311,what does she do?,greeting
2312,2312,"just yesterday, i told her i wouldn't trade her for all the money in the world.",greeting
2313,2313,that was a nice thing to say.,greeting
2314,2314,that's what i thought.,greeting
2315,2315,what did she say?,greeting
2316,2316,she laughed! she didn't believe me.,greeting
2317,2317,that wasn't very nice of her.,greeting
2318,2318,she said that nothing is more important to me than money.,greeting
2319,2319,what did you say?,greeting
2320,2320,some people have good noses.,greeting
2321,2321,i wish i had a good nose. mine is way too big.,greeting
2322,2322,i don't mean good-looking. i mean good-smelling.,greeting
2323,2323,oh. but that can be a curse.,greeting
2324,2324,"yes, because you can be too sensitive to odors.",greeting
2325,2325,i'll say. my girlfriend has a nose like a drug dog.,greeting
2326,2326,did she catch you using drugs?,greeting
2327,2327,sort of. she knows whenever i sneak a cigarette.,greeting
2328,2328,you don't need a good nose for thatÂ—cigarettes stink.,greeting
2329,2329,"but when i sneak just one cigarette in the morning, she can smell it that evening!",greeting
2330,2330,"boy, that is a good nose.",greeting
2331,2331,let's go out to eat.,greeting
2332,2332,that sounds like fun.,greeting
2333,2333,where do you want to go?,greeting
2334,2334,let me think a minute.,greeting
2335,2335,i feel like chinese.,greeting
2336,2336,that sounds delicious.,greeting
2337,2337,i know a good chinese restaurant.,greeting
2338,2338,how far away is it?,greeting
2339,2339,it's only 10 minutes from here.,greeting
2340,2340,do we need reservations?,greeting
2341,2341,"oh, no. we can walk right in.",greeting
2342,2342,i can't believe how long this line is.,greeting
2343,2343,"this is a popular restaurant, isn't it?",greeting
2344,2344,"yes, but it isn't a fast-food restaurant, is it?",greeting
2345,2345,it's the slowest hamburger in town.,greeting
2346,2346,that's because they cook it while you wait.,greeting
2347,2347,yes. that's why it's also the best hamburger in town.,greeting
2348,2348,a great burger and great service.,greeting
2349,2349,"yes, the workers are very polite.",greeting
2350,2350,and they're clean.,greeting
2351,2351,i've been coming here for years.,greeting
2352,2352,me too.,greeting
2353,2353,lunch was delicious.,greeting
2354,2354,thank you.,greeting
2355,2355,what kind of soup was that?,greeting
2356,2356,it was tomato soup.,greeting
2357,2357,that tasted so good.,greeting
2358,2358,i put lemon and butter in it.,greeting
2359,2359,"the sandwich was good, too.",greeting
2360,2360,everyone likes bacon and tomato sandwiches.,greeting
2361,2361,especially on toast.,greeting
2362,2362,"and the pickles were great, too.",greeting
2363,2363,tomorrow we'll have rice and fish for lunch.,greeting
2364,2364,i'm calling the waiter.,greeting
2365,2365,what's the matter?,greeting
2366,2366,this steak has too much fat.,greeting
2367,2367,what do you want the waiter to do?,greeting
2368,2368,bring me a better steak.,greeting
2369,2369,i wouldn't do that.,greeting
2370,2370,why not?,greeting
2371,2371,"they will drop the new steak on the floor, step on it, and then spit on it.",greeting
2372,2372,you're crazy.,greeting
2373,2373,then the waiter will give you a big smile as he brings you the new steak.,greeting
2374,2374,where do you get these crazy ideas?,greeting
2375,2375,let's leave.,greeting
2376,2376,but we just got here.,greeting
2377,2377,did you see the waiter's hands?,greeting
2378,2378,no.,greeting
2379,2379,he had dirty fingernails.,greeting
2380,2380,really?,greeting
2381,2381,his nails were black!,greeting
2382,2382,that's disgusting.,greeting
2383,2383,and he poured water into our glasses.,greeting
2384,2384,yuck! no water for me.,greeting
2385,2385,"i wonder if the cooks' nails are dirty, too.",greeting
2386,2386,this hot bread is delicious.,greeting
2387,2387,i like this restaurant because they give you free bread.,greeting
2388,2388,"well, i think we are paying for it.",greeting
2389,2389,no. look at the bill when we get it. there's no charge for the bread.,greeting
2390,2390,"it is delicious, especially with butter.",greeting
2391,2391,i think we should just leave after we fill up on the bread.,greeting
2392,2392,they probably wouldn't like that.,greeting
2393,2393,i'm eating so much bread that i'm getting full.,greeting
2394,2394,then stop eating the bread!,greeting
2395,2395,"okay, just one more piece. pass the butter, please.",greeting
2396,2396,"if i owned a restaurant, i would never serve hot bread before the main course.",greeting
2397,2397,is this a clean restaurant?,greeting
2398,2398,"well, the tables and chairs look okay.",greeting
2399,2399,"okay, let's sit down.",greeting
2400,2400,check out the silverware.,greeting
2401,2401,it passes inspection.,greeting
2402,2402,here comes the waiter. see if his hands and nails are clean.,greeting
2403,2403,"well, the waiter looked clean, so i guess it's okay to eat here.",greeting
2404,2404,you're forgetting about the bathroom.,greeting
2405,2405,i'm going to just hope that the bathroom is clean.,greeting
2406,2406,you're not going to examine it before we order dinner?,greeting
2407,2407,"no, i'd rather not find out that it's dirty, because i'm pretty hungry right now.",greeting
2408,2408,have you seen our waiter?,greeting
2409,2409,here he comes now.,greeting
2410,2410,we've been sitting here for almost 10 minutes.,greeting
2411,2411,"oops, i guess i was wrong. that isn't our waiter.",greeting
2412,2412,"we can give him five more minutes, and then leave.",greeting
2413,2413,i'll go up front and talk to the manager.,greeting
2414,2414,that's a good idea.,greeting
2415,2415,maybe they'll give us free drinks for waiting so long.,greeting
2416,2416,maybe he'll send us our waiter immediately.,greeting
2417,2417,"every time we eat out, it's an adventure.",greeting
2418,2418,"last time, we got seats next to the kitchen.",greeting
2419,2419,is this table okay?,greeting
2420,2420,"no, it's too close to the kitchen door.",greeting
2421,2421,how about this table?,greeting
2422,2422,"no, it's too close to the front door.",greeting
2423,2423,this looks like a nice table.,greeting
2424,2424,"no, it's too close to the salad bar.",greeting
2425,2425,"okay, i give up.",greeting
2426,2426,"well, there is one good table.",greeting
2427,2427,great. which one?,greeting
2428,2428,i don't believe the art world.,greeting
2429,2429,what is it this time?,greeting
2430,2430,an andy warhol drawing.,greeting
2431,2431,he's a famous artist.,greeting
2432,2432,he drew two butterflies and a flower on a napkin in a restaurant.,greeting
2433,2433,did he sign it?,greeting
2434,2434,yes.,greeting
2435,2435,is it beautiful?,greeting
2436,2436,it's just black ink on a white napkin. and the napkin has food stains!,greeting
2437,2437,so it's not worth much?,greeting
2438,2438,"only about $30,000.",greeting
2439,2439,can we go to the baseball game?,greeting
2440,2440,of course.,greeting
2441,2441,i love baseball.,greeting
2442,2442,so do i.,greeting
2443,2443,i love to eat the peanuts.,greeting
2444,2444,i love to eat the hot dogs.,greeting
2445,2445,i hope we'll see a home run.,greeting
2446,2446,i hope we'll catch a foul ball.,greeting
2447,2447,bring a jacket.,greeting
2448,2448,yes. it gets a little cool at night.,greeting
2449,2449,bring a glove to catch a foul ball.,greeting
2450,2450,golf is a silly game.,greeting
2451,2451,it certainly is.,greeting
2452,2452,you hit a white ball.,greeting
2453,2453,and then you chase it.,greeting
2454,2454,and then you hit it again.,greeting
2455,2455,"finally, you put the ball into a hole in the ground.",greeting
2456,2456,"you do this 18 times, because there are 18 holes.",greeting
2457,2457,what's the point?,greeting
2458,2458,how can it be fun?,greeting
2459,2459,they pay money to play this silly game!,greeting
2460,2460,i think golfers have a mental problem.,greeting
2461,2461,do you want to go fishing?,greeting
2462,2462,yes. that's a good idea.,greeting
2463,2463,where do you want to go?,greeting
2464,2464,we can go to the river.,greeting
2465,2465,or we can go to the lake.,greeting
2466,2466,or we can go to the ocean.,greeting
2467,2467,let's go to the lake.,greeting
2468,2468,yes. the lake is only 10 miles away.,greeting
2469,2469,we can be there in 20 minutes.,greeting
2470,2470,i'll get our fishing rods.,greeting
2471,2471,i'll get the bait.,greeting
2472,2472,baseball is fun.,greeting
2473,2473,i like to hit the ball.,greeting
2474,2474,i like to run around the bases.,greeting
2475,2475,i like to slide into the bases.,greeting
2476,2476,yeah. it's a lot of fun to slide.,greeting
2477,2477,i want to be a baseball player when i grow up.,greeting
2478,2478,me too. i want to play for the yankees.,greeting
2479,2479,not me. i want to play for the dodgers.,greeting
2480,2480,we have to practice every day.,greeting
2481,2481,i don't like practice.,greeting
2482,2482,me neither. it's boring.,greeting
2483,2483,let's go jogging.,greeting
2484,2484,that's a good idea.,greeting
2485,2485,i bought some new shoes.,greeting
2486,2486,are they comfortable?,greeting
2487,2487,they're very comfortable.,greeting
2488,2488,how much were they?,greeting
2489,2489,they were on sale for $80.,greeting
2490,2490,do they help you run faster?,greeting
2491,2491,"no, but my feet don't hurt anymore.",greeting
2492,2492,then they're worth every penny.,greeting
2493,2493,you might want to buy a pair.,greeting
2494,2494,tiger is the greatest golfer in the world.,greeting
2495,2495,you can say that again.,greeting
2496,2496,but i'm worried about tiger.,greeting
2497,2497,why is that?,greeting
2498,2498,because he likes to scuba dive.,greeting
2499,2499,what's wrong with that?,greeting
2500,2500,it can be dangerous.,greeting
2501,2501,you mean he could drown.,greeting
2502,2502,he shouldn't scuba dive until he retires.,greeting
2503,2503,but he dives to relax.,greeting
2504,2504,"he might relax, but it makes me nervous.",greeting
2505,2505,did you watch that golf tournament?,greeting
2506,2506,the one that tiger won?,greeting
2507,2507,how did he do it?,greeting
2508,2508,it was nothing for him.,greeting
2509,2509,he sank a 20-foot putt on the last hole to win by one stroke!,greeting
2510,2510,he sank a 25-footer last year at the same tournament to win by one stroke.,greeting
2511,2511,i think he is from outer space.,greeting
2512,2512,no human could possibly play golf that well.,greeting
2513,2513,"whenever he needs a shot to win a tournament, he makes that shot.",greeting
2514,2514,no human can do that.,greeting
2515,2515,somebody should check his birth record.,greeting
2516,2516,who's the greatest baseball player?,greeting
2517,2517,there are so many great players.,greeting
2518,2518,"yes, but who is the greatest?",greeting
2519,2519,i'd have to say babe ruth.,greeting
2520,2520,most people would say that.,greeting
2521,2521,he changed the game.,greeting
2522,2522,"yes, he made the home run popular.",greeting
2523,2523,"everybody loved him, all over the nation.",greeting
2524,2524,he helped make the yankees the best team ever.,greeting
2525,2525,"and ruth was a good person, too.",greeting
2526,2526,he always visited hospitals to cheer up sick kids.,greeting
2527,2527,did you hear what happened at the baseball game?,greeting
2528,2528,"no, please tell me.",greeting
2529,2529,someone punched out someone.,greeting
2530,2530,that's not nice.,greeting
2531,2531,it's worse than that.,greeting
2532,2532,how so?,greeting
2533,2533,two guys got into an argument.,greeting
2534,2534,i'll bet they were drinking.,greeting
2535,2535,a third guy punched one of the two guys.,greeting
2536,2536,"i'll bet he was drinking, too.",greeting
2537,2537,the victim hit his head on the concrete steps and died.,greeting
